NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN3 2794, LN3 3552, HN3 0510
CN4 3452, LN4 4210, HN4 1278

CN0 9870, LN0 0638, HN0 7696
CN1 0538, LN1 1396, HN1 8354
CN2 1296, LN2 2054, HN2 9012
CN3 2954, LN3 3712, HN3 0770
CN4 3612, LN4 4470, HN4 1438

CN0 4758, LN0 5516, HN0 2574
CN1 5416, LN1 6274, HN1 3232
CN2 6174, LN2 7932, HN2 4990
CN3 7832, LN3 8690, HN3 5658
CN4 8590, LN4 9358, HN4 6316

CN0 9216, LN0 0074, HN0 7032
CN1 0974, LN1 1732, HN1 8790
CN2 1632, LN2 2490, HN2 9458
CN3 2390, LN3 3158, HN3 0116
CN4 3058, LN4 4816, HN4 1874

CN0 5496, LN0 6254, HN0 3212
CN1 6154, LN1 7912, HN1 4970
CN2 7812, LN2 8670, HN2 5638
CN3 8570, LN3 9338, HN3 6396
CN4 9238, LN4 0096, HN4 7054

CN0 4385, LN0 5143, HN0 2101
CN1 5043, LN1 6801, HN1 3869
CN2 6701, LN2 7569, HN2 4527
CN3 7469, LN3 8227, HN3 5285
CN4 8127, LN4 9985, HN4 6943

CN0 6387, LN0 7145, HN0 4103
CN1 7045, LN1 8803, HN1 5861
CN2 8703, LN2 9561, HN2 6529
CN3 9461, LN3 0229, HN3 7287
CN4 0129, LN4 1987, HN4 8945

CN0 4305, LN0 5163, HN0 2121
CN1 5063, LN1 6821, HN1 3889
CN2 6721, LN2 7589, HN2 4547
CN3 7489, LN3 8247, HN3 5205
CN4 8147, LN4 9905, HN4 6963

CN0 5610, LN0 6478, HN0 3436
CN1 6378, LN1 7136, HN1 4194
CN2 7036, LN2 8894, HN2 5852
CN3 8794, LN3 9552, HN3 6510
CN4 9452, LN4 0210, HN4 7278

CN0 8305, LN0 9163, HN0 6121
CN1 9063, LN1 0821, HN1 7889
CN2 0721, LN2 1589, HN2 8547
CN3 1489, LN3 2247, HN3 9205
CN4 2147, LN4 3905, HN4 0963

CN0 1429, LN0 2287, HN0 9245
CN1 2187, LN1 3945, HN1 0903
CN2 3845, LN2 4603, HN2 1661
CN3 4503, LN3 5361, HN3 2329
CN4 5261, LN4 6029, HN4 3087

CN0 6394, LN0 7152, HN0 4110
CN1 7052, LN1 8810, HN1 5878
CN2 8710, LN2 9578, HN2 6536
CN3 9478, LN3 0236, HN3 7294
CN4 0136, LN4 1994, HN4 8952

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 5216, LN0 6074, HN0 3032
CN1 6974, LN1 7732, HN1 4790
CN2 7632, LN2 8490, HN2 5458
CN3 8390, LN3 9158, HN3 6116
CN4 9058, LN4 0816, HN4 7874

CN0 4385, LN0 5143, HN0 2101
CN1 5043, LN1 6801, HN1 3869
CN2 6701, LN2 7569, HN2 4527
CN3 7469, LN3 8227, HN3 5285
CN4 8127, LN4 9985, HN4 6943

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 5496, LN0 6254, HN0 3212
CN1 6154, LN1 7912, HN1 4970
CN2 7812, LN2 8670, HN2 5638
CN3 8570, LN3 9338, HN3 6396
CN4 9238, LN4 0096, HN4 7054

CN0 4981, LN0 5749, HN0 2707
CN1 5649, LN1 6407, HN1 3465
CN2 6307, LN2 7165, HN2 4123
CN3 7065, LN3 8823, HN3 5881
CN4 8723, LN4 9581, HN4 6549

CN0 4758, LN0 5516, HN0 2574
CN1 5416, LN1 6274, HN1 3232
CN2 6174, LN2 7932, HN2 4990
CN3 7832, LN3 8690, HN3 5658
CN4 8590, LN4 9358, HN4 6316

CN0 9416, LN0 0274, HN0 7232
CN1 0174, LN1 1932, HN1 8990
CN2 1832, LN2 2690, HN2 9658
CN3 2590, LN3 3358, HN3 0316
CN4 3258, LN4 4016, HN4 1074

CN0 4325, LN0 5183, HN0 2141
CN1 5083, LN1 6841, HN1 3809
CN2 6741, LN2 7509, HN2 4567
CN3 7409, LN3 8267, HN3 5225
CN4 8167, LN4 9925, HN4 6983

CN0 0398, LN0 1156, HN0 8114
CN1 1056, LN1 2814, HN1 9872
CN2 2714, LN2 3572, HN2 0530
CN3 3472, LN3 4230, HN3 1298
CN4 4130, LN4 5998, HN4 2956

CN0 1205, LN0 2063, HN0 9021
CN1 2963, LN1 3721, HN1 0789
CN2 3621, LN2 4489, HN2 1447
CN3 4389, LN3 5147, HN3 2105
CN4 5047, LN4 6805, HN4 3863

CN0 1205, LN0 2063, HN0 9021
CN1 2963, LN1 3721, HN1 0789
CN2 3621, LN2 4489, HN2 1447
CN3 4389, LN3 5147, HN3 2105
CN4 5047, LN4 6805, HN4 3863

CN0 6394, LN0 7152, HN0 4110
CN1 7052, LN1 8810, HN1 5878
CN2 8710, LN2 9578, HN2 6536
CN3 9478, LN3 0236, HN3 7294
CN4 0136, LN4 1994, HN4 8952

CN0 6394, LN0 7152, HN0 4110
CN1 7052, LN1 8810, HN1 5878
CN2 8710, LN2 9578, HN2 6536
CN3 9478, LN3 0236, HN3 7294
CN4 0136, LN4 1994, HN4 8952

CN0 9274, LN0 0032, HN0 7090
CN1 0932, LN1 1790, HN1 8758
CN2 1690, LN2 2458, HN2 9416
CN3 2358, LN3 3116, HN3 0174
CN4 3016, LN4 4874, HN4 1832

CN0 5863, LN0 6621, HN0 3689
CN1 6521, LN1 7389, HN1 4347
CN2 7289, LN2 8047, HN2 5005
CN3 8947, LN3 9705, HN3 6763
CN4 9605, LN4 0463, HN4 7421

CN0 9427, LN0 0285, HN0 7243
CN1 0185, LN1 1943, HN1 8901
CN2 1843, LN2 2601, HN2 9669
CN3 2501, LN3 3369, HN3 0327
CN4 3269, LN4 4027, HN4 1085

CN0 9627, LN0 0485, HN0 7443
CN1 0385, LN1 1143, HN1 8101
CN2 1043, LN2 2801, HN2 9869
CN3 2701, LN3 3569, HN3 0527
CN4 3469, LN4 4227, HN4 1285

CN0 8316, LN0 9174, HN0 6132
CN1 9074, LN1 0832, HN1 7890
CN2 0732, LN2 1590, HN2 8558
CN3 1490, LN3 2258, HN3 9216
CN4 2158, LN4 3916, HN4 0974

CN0 7294, LN0 8052, HN0 5010
CN1 8952, LN1 9710, HN1 6778
CN2 9610, LN2 0478, HN2 7436
CN3 0378, LN3 1136, HN3 8194
CN4 1036, LN4 2894, HN4 9852

CN0 1629, LN0 2487, HN0 9445
CN1 2387, LN1 3145, HN1 0103
CN2 3045, LN2 4803, HN2 1861
CN3 4703, LN3 5561, HN3 2529
CN4 5461, LN4 6229, HN4 3287

CN0 4758, LN0 5516, HN0 2574
CN1 5416, LN1 6274, HN1 3232
CN2 6174, LN2 7932, HN2 4990
CN3 7832, LN3 8690, HN3 5658
CN4 8590, LN4 9358, HN4 6316

CN0 8769, LN0 9527, HN0 6585
CN1 9427, LN1 0285, HN1 7243
CN2 0185, LN2 1943, HN2 8901
CN3 1843, LN3 2601, HN3 9669
CN4 2501, LN4 3369, HN4 0327

CN0 5216, LN0 6074, HN0 3032
CN1 6974, LN1 7732, HN1 4790
CN2 7632, LN2 8490, HN2 5458
CN3 8390, LN3 9158, HN3 6116
CN4 9058, LN4 0816, HN4 7874

CN0 9216, LN0 0074, HN0 7032
CN1 0974, LN1 1732, HN1 8790
CN2 1632, LN2 2490, HN2 9458
CN3 2390, LN3 3158, HN3 0116
CN4 3058, LN4 4816, HN4 1874

CN0 0961, LN0 1729, HN0 8787
CN1 1629, LN1 2487, HN1 9445
CN2 2387, LN2 3145, HN2 0103
CN3 3045, LN3 4803, HN3 1861
CN4 4703, LN4 5561, HN4 2529

CN0 1296, LN0 2054, HN0 9012
CN1 2954, LN1 3712, HN1 0770
CN2 3612, LN2 4470, HN2 1438
CN3 4370, LN3 5138, HN3 2196
CN4 5038, LN4 6896, HN4 3854

CN0 7285, LN0 8043, HN0 5001
CN1 8943, LN1 9701, HN1 6769
CN2 9601, LN2 0469, HN2 7427
CN3 0369, LN3 1127, HN3 8185
CN4 1027, LN4 2885, HN4 9843

CN0 4729, LN0 5587, HN0 2545
CN1 5487, LN1 6245, HN1 3203
CN2 6145, LN2 7903, HN2 4961
CN3 7803, LN3 8661, HN3 5629
CN4 8561, LN4 9329, HN4 6387

CN0 8196, LN0 9954, HN0 6912
CN1 9854, LN1 0612, HN1 7670
CN2 0512, LN2 1370, HN2 8338
CN3 1270, LN3 2038, HN3 9096
CN4 2938, LN4 3796, HN4 0754

CN0 5416, LN0 6274, HN0 3232
CN1 6174, LN1 7932, HN1 4990
CN2 7832, LN2 8690, HN2 5658
CN3 8590, LN3 9358, HN3 6316
CN4 9258, LN4 0016, HN4 7074

CN0 9216, LN0 0074, HN0 7032
CN1 0974, LN1 1732, HN1 8790
CN2 1632, LN2 2490, HN2 9458
CN3 2390, LN3 3158, HN3 0116
CN4 3058, LN4 4816, HN4 1874

CN0 7405, LN0 8263, HN0 5221
CN1 8163, LN1 9921, HN1 6989
CN2 9821, LN2 0689, HN2 7647
CN3 0589, LN3 1347, HN3 8305
CN4 1247, LN4 2005, HN4 9063

CN0 0194, LN0 1952, HN0 8910
CN1 1852, LN1 2610, HN1 9678
CN2 2510, LN2 3378, HN2 0336
CN3 3278, LN3 4036, HN3 1094
CN4 4936, LN4 5794, HN4 2752

CN0 0318, LN0 1176, HN0 8134
CN1 1076, LN1 2834, HN1 9892
CN2 2734, LN2 3592, HN2 0550
CN3 3492, LN3 4250, HN3 1218
CN4 4150, LN4 5918, HN4 2976

CN0 0961, LN0 1729, HN0 8787
CN1 1629, LN1 2487, HN1 9445
CN2 2387, LN2 3145, HN2 0103
CN3 3045, LN3 4803, HN3 1861
CN4 4703, LN4 5561, HN4 2529

CN0 8972, LN0 9730, HN0 6798
CN1 9630, LN1 0498, HN1 7456
CN2 0398, LN2 1156, HN2 8114
CN3 1056, LN3 2814, HN3 9872
CN4 2714, LN4 3572, HN4 0530

CN0 4529, LN0 5387, HN0 2345
CN1 5287, LN1 6045, HN1 3003
CN2 6945, LN2 7703, HN2 4761
CN3 7603, LN3 8461, HN3 5429
CN4 8361, LN4 9129, HN4 6187

CN0 0185, LN0 1943, HN0 8901
CN1 1843, LN1 2601, HN1 9669
CN2 2501, LN2 3369, HN2 0327
CN3 3269, LN3 4027, HN3 1085
CN4 4927, LN4 5785, HN4 2743

CN0 1085, LN0 2843, HN0 9801
CN1 2743, LN1 3501, HN1 0569
CN2 3401, LN2 4269, HN2 1227
CN3 4169, LN3 5927, HN3 2985
CN4 5827, LN4 6685, HN4 3643

CN0 6183, LN0 7941, HN0 4909
CN1 7841, LN1 8609, HN1 5667
CN2 8509, LN2 9367, HN2 6325
CN3 9267, LN3 0025, HN3 7083
CN4 0925, LN4 1783, HN4 8741

CN0 9274, LN0 0032, HN0 7090
CN1 0932, LN1 1790, HN1 8758
CN2 1690, LN2 2458, HN2 9416
CN3 2358, LN3 3116, HN3 0174
CN4 3016, LN4 4874, HN4 1832

CN0 6307, LN0 7165, HN0 4123
CN1 7065, LN1 8823, HN1 5881
CN2 8723, LN2 9581, HN2 6549
CN3 9481, LN3 0249, HN3 7207
CN4 0149, LN4 1907, HN4 8965

CN0 8769, LN0 9527, HN0 6585
CN1 9427, LN1 0285, HN1 7243
CN2 0185, LN2 1943, HN2 8901
CN3 1843, LN3 2601, HN3 9669
CN4 2501, LN4 3369, HN4 0327

CN0 8963, LN0 9721, HN0 6789
CN1 9621, LN1 0489, HN1 7447
CN2 0389, LN2 1147, HN2 8105
CN3 1047, LN3 2805, HN3 9863
CN4 2705, LN4 3563, HN4 0521

CN0 4518, LN0 5376, HN0 2334
CN1 5276, LN1 6034, HN1 3092
CN2 6934, LN2 7792, HN2 4750
CN3 7692, LN3 8450, HN3 5418
CN4 8350, LN4 9118, HN4 6176

CN0 6327, LN0 7185, HN0 4143
CN1 7085, LN1 8843, HN1 5801
CN2 8743, LN2 9501, HN2 6569
CN3 9401, LN3 0269, HN3 7227
CN4 0169, LN4 1927, HN4 8985

CN0 8172, LN0 9930, HN0 6998
CN1 9830, LN1 0698, HN1 7656
CN2 0598, LN2 1356, HN2 8314
CN3 1256, LN3 2014, HN3 9072
CN4 2914, LN4 3772, HN4 0730

CN0 6174, LN0 7932, HN0 4990
CN1 7832, LN1 8690, HN1 5658
CN2 8590, LN2 9358, HN2 6316
CN3 9258, LN3 0016, HN3 7074
CN4 0916, LN4 1774, HN4 8732

CN0 9274, LN0 0032, HN0 7090
CN1 0932, LN1 1790, HN1 8758
CN2 1690, LN2 2458, HN2 9416
CN3 2358, LN3 3116, HN3 0174
CN4 3016, LN4 4874, HN4 1832

CN0 5629, LN0 6487, HN0 3445
CN1 6387, LN1 7145, HN1 4103
CN2 7045, LN2 8803, HN2 5861
CN3 8703, LN3 9561, HN3 6529
CN4 9461, LN4 0229, HN4 7287

CN0 5216, LN0 6074, HN0 3032
CN1 6974, LN1 7732, HN1 4790
CN2 7632, LN2 8490, HN2 5458
CN3 8390, LN3 9158, HN3 6116
CN4 9058, LN4 0816, HN4 7874

CN0 1285, LN0 2043, HN0 9001
CN1 2943, LN1 3701, HN1 0769
CN2 3601, LN2 4469, HN2 1427
CN3 4369, LN3 5127, HN3 2185
CN4 5027, LN4 6885, HN4 3843

CN0 8769, LN0 9527, HN0 6585
CN1 9427, LN1 0285, HN1 7243
CN2 0185, LN2 1943, HN2 8901
CN3 1843, LN3 2601, HN3 9669
CN4 2501, LN4 3369, HN4 0327

CN0 7405, LN0 8263, HN0 5221
CN1 8163, LN1 9921, HN1 6989
CN2 9821, LN2 0689, HN2 7647
CN3 0589, LN3 1347, HN3 8305
CN4 1247, LN4 2005, HN4 9063

CN0 6194, LN0 7952, HN0 4910
CN1 7852, LN1 8610, HN1 5678
CN2 8510, LN2 9378, HN2 6336
CN3 9278, LN3 0036, HN3 7094
CN4 0936, LN4 1794, HN4 8752

CN0 9863, LN0 0621, HN0 7689
CN1 0521, LN1 1389, HN1 8347
CN2 1289, LN2 2047, HN2 9005
CN3 2947, LN3 3705, HN3 0763
CN4 3605, LN4 4463, HN4 1421

CN0 1285, LN0 2043, HN0 9001
CN1 2943, LN1 3701, HN1 0769
CN2 3601, LN2 4469, HN2 1427
CN3 4369, LN3 5127, HN3 2185
CN4 5027, LN4 6885, HN4 3843

CN0 9650, LN0 0418, HN0 7476
CN1 0318, LN1 1176, HN1 8134
CN2 1076, LN2 2834, HN2 9892
CN3 2734, LN3 3592, HN3 0550
CN4 3492, LN4 4250, HN4 1218

CN0 1852, LN0 2610, HN0 9678
CN1 2510, LN1 3378, HN1 0336
CN2 3278, LN2 4036, HN2 1094
CN3 4936, LN3 5794, HN3 2752
CN4 5694, LN4 6452, HN4 3410

CN0 0981, LN0 1749, HN0 8707
CN1 1649, LN1 2407, HN1 9465
CN2 2307, LN2 3165, HN2 0123
CN3 3065, LN3 4823, HN3 1881
CN4 4723, LN4 5581, HN4 2549

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 1072, LN0 2830, HN0 9898
CN1 2730, LN1 3598, HN1 0556
CN2 3498, LN2 4256, HN2 1214
CN3 4156, LN3 5914, HN3 2972
CN4 5814, LN4 6672, HN4 3630

CN0 8103, LN0 9961, HN0 6929
CN1 9861, LN1 0629, HN1 7687
CN2 0529, LN2 1387, HN2 8345
CN3 1287, LN3 2045, HN3 9003
CN4 2945, LN4 3703, HN4 0761

CN0 4518, LN0 5376, HN0 2334
CN1 5276, LN1 6034, HN1 3092
CN2 6934, LN2 7792, HN2 4750
CN3 7692, LN3 8450, HN3 5418
CN4 8350, LN4 9118, HN4 6176

CN0 8952, LN0 9710, HN0 6778
CN1 9610, LN1 0478, HN1 7436
CN2 0378, LN2 1136, HN2 8194
CN3 1036, LN3 2894, HN3 9852
CN4 2794, LN4 3552, HN4 0510

CN0 9427, LN0 0285, HN0 7243
CN1 0185, LN1 1943, HN1 8901
CN2 1843, LN2 2601, HN2 9669
CN3 2501, LN3 3369, HN3 0327
CN4 3269, LN4 4027, HN4 1085

CN0 4325, LN0 5183, HN0 2141
CN1 5083, LN1 6841, HN1 3809
CN2 6741, LN2 7509, HN2 4567
CN3 7409, LN3 8267, HN3 5225
CN4 8167, LN4 9925, HN4 6983

CN0 1852, LN0 2610, HN0 9678
CN1 2510, LN1 3378, HN1 0336
CN2 3278, LN2 4036, HN2 1094
CN3 4936, LN3 5794, HN3 2752
CN4 5694, LN4 6452, HN4 3410

CN0 1658, LN0 2416, HN0 9474
CN1 2316, LN1 3174, HN1 0132
CN2 3074, LN2 4832, HN2 1890
CN3 4732, LN3 5590, HN3 2558
CN4 5490, LN4 6258, HN4 3216

CN0 1496, LN0 2254, HN0 9212
CN1 2154, LN1 3912, HN1 0970
CN2 3812, LN2 4670, HN2 1638
CN3 4570, LN3 5338, HN3 2396
CN4 5238, LN4 6096, HN4 3054

CN0 0194, LN0 1952, HN0 8910
CN1 1852, LN1 2610, HN1 9678
CN2 2510, LN2 3378, HN2 0336
CN3 3278, LN3 4036, HN3 1094
CN4 4936, LN4 5794, HN4 2752

CN0 6327, LN0 7185, HN0 4143
CN1 7085, LN1 8843, HN1 5801
CN2 8743, LN2 9501, HN2 6569
CN3 9401, LN3 0269, HN3 7227
CN4 0169, LN4 1927, HN4 8985

CN0 4752, LN0 5510, HN0 2578
CN1 5410, LN1 6278, HN1 3236
CN2 6178, LN2 7936, HN2 4994
CN3 7836, LN3 8694, HN3 5652
CN4 8594, LN4 9352, HN4 6310

CN0 0327, LN0 1185, HN0 8143
CN1 1085, LN1 2843, HN1 9801
CN2 2743, LN2 3501, HN2 0569
CN3 3401, LN3 4269, HN3 1227
CN4 4169, LN4 5927, HN4 2985

CN0 5216, LN0 6074, HN0 3032
CN1 6974, LN1 7732, HN1 4790
CN2 7632, LN2 8490, HN2 5458
CN3 8390, LN3 9158, HN3 6116
CN4 9058, LN4 0816, HN4 7874

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 8105, LN0 9963, HN0 6921
CN1 9863, LN1 0621, HN1 7689
CN2 0521, LN2 1389, HN2 8347
CN3 1289, LN3 2047, HN3 9005
CN4 2947, LN4 3705, HN4 0763

CN0 6327, LN0 7185, HN0 4143
CN1 7085, LN1 8843, HN1 5801
CN2 8743, LN2 9501, HN2 6569
CN3 9401, LN3 0269, HN3 7227
CN4 0169, LN4 1927, HN4 8985

CN0 6387, LN0 7145, HN0 4103
CN1 7045, LN1 8803, HN1 5861
CN2 8703, LN2 9561, HN2 6529
CN3 9461, LN3 0229, HN3 7287
CN4 0129, LN4 1987, HN4 8945

CN0 5083, LN0 6841, HN0 3809
CN1 6741, LN1 7509, HN1 4567
CN2 7409, LN2 8267, HN2 5225
CN3 8167, LN3 9925, HN3 6983
CN4 9825, LN4 0683, HN4 7641

CN0 7054, LN0 8812, HN0 5870
CN1 8712, LN1 9570, HN1 6538
CN2 9470, LN2 0238, HN2 7296
CN3 0138, LN3 1996, HN3 8954
CN4 1896, LN4 2654, HN4 9612

CN0 4518, LN0 5376, HN0 2334
CN1 5276, LN1 6034, HN1 3092
CN2 6934, LN2 7792, HN2 4750
CN3 7692, LN3 8450, HN3 5418
CN4 8350, LN4 9118, HN4 6176

CN0 6174, LN0 7932, HN0 4990
CN1 7832, LN1 8690, HN1 5658
CN2 8590, LN2 9358, HN2 6316
CN3 9258, LN3 0016, HN3 7074
CN4 0916, LN4 1774, HN4 8732

CN0 6327, LN0 7185, HN0 4143
CN1 7085, LN1 8843, HN1 5801
CN2 8743, LN2 9501, HN2 6569
CN3 9401, LN3 0269, HN3 7227
CN4 0169, LN4 1927, HN4 8985

CN0 6970, LN0 7738, HN0 4796
CN1 7638, LN1 8496, HN1 5454
CN2 8396, LN2 9154, HN2 6112
CN3 9054, LN3 0812, HN3 7870
CN4 0712, LN4 1570, HN4 8538

CN0 4972, LN0 5730, HN0 2798
CN1 5630, LN1 6498, HN1 3456
CN2 6398, LN2 7156, HN2 4114
CN3 7056, LN3 8814, HN3 5872
CN4 8714, LN4 9572, HN4 6530

CN0 9863, LN0 0621, HN0 7689
CN1 0521, LN1 1389, HN1 8347
CN2 1289, LN2 2047, HN2 9005
CN3 2947, LN3 3705, HN3 0763
CN4 3605, LN4 4463, HN4 1421

CN0 5276, LN0 6034, HN0 3092
CN1 6934, LN1 7792, HN1 4750
CN2 7692, LN2 8450, HN2 5418
CN3 8350, LN3 9118, HN3 6176
CN4 9018, LN4 0876, HN4 7834

CN0 4721, LN0 5589, HN0 2547
CN1 5489, LN1 6247, HN1 3205
CN2 6147, LN2 7905, HN2 4963
CN3 7805, LN3 8663, HN3 5621
CN4 8563, LN4 9321, HN4 6389

CN0 0527, LN0 1385, HN0 8343
CN1 1285, LN1 2043, HN1 9001
CN2 2943, LN2 3701, HN2 0769
CN3 3601, LN3 4469, HN3 1427
CN4 4369, LN4 5127, HN4 2185

CN0 4721, LN0 5589, HN0 2547
CN1 5489, LN1 6247, HN1 3205
CN2 6147, LN2 7905, HN2 4963
CN3 7805, LN3 8663, HN3 5621
CN4 8563, LN4 9321, HN4 6389

CN0 1409, LN0 2267, HN0 9225
CN1 2167, LN1 3925, HN1 0983
CN2 3825, LN2 4683, HN2 1641
CN3 4583, LN3 5341, HN3 2309
CN4 5241, LN4 6009, HN4 3067

CN0 9054, LN0 0812, HN0 7870
CN1 0712, LN1 1570, HN1 8538
CN2 1470, LN2 2238, HN2 9296
CN3 2138, LN3 3996, HN3 0954
CN4 3896, LN4 4654, HN4 1612

CN0 6750, LN0 7518, HN0 4576
CN1 7418, LN1 8276, HN1 5234
CN2 8176, LN2 9934, HN2 6992
CN3 9834, LN3 0692, HN3 7650
CN4 0592, LN4 1350, HN4 8318

CN0 5869, LN0 6627, HN0 3685
CN1 6527, LN1 7385, HN1 4343
CN2 7285, LN2 8043, HN2 5001
CN3 8943, LN3 9701, HN3 6769
CN4 9601, LN4 0469, HN4 7427

CN0 5092, LN0 6850, HN0 3818
CN1 6750, LN1 7518, HN1 4576
CN2 7418, LN2 8276, HN2 5234
CN3 8176, LN3 9934, HN3 6992
CN4 9834, LN4 0692, HN4 7650

CN0 6387, LN0 7145, HN0 4103
CN1 7045, LN1 8803, HN1 5861
CN2 8703, LN2 9561, HN2 6529
CN3 9461, LN3 0229, HN3 7287
CN4 0129, LN4 1987, HN4 8945

CN0 4509, LN0 5367, HN0 2325
CN1 5267, LN1 6025, HN1 3083
CN2 6925, LN2 7783, HN2 4741
CN3 7683, LN3 8441, HN3 5409
CN4 8341, LN4 9109, HN4 6167

CN0 7092, LN0 8850, HN0 5818
CN1 8750, LN1 9518, HN1 6576
CN2 9418, LN2 0276, HN2 7234
CN3 0176, LN3 1934, HN3 8992
CN4 1834, LN4 2692, HN4 9650

CN0 8172, LN0 9930, HN0 6998
CN1 9830, LN1 0698, HN1 7656
CN2 0598, LN2 1356, HN2 8314
CN3 1256, LN3 2014, HN3 9072
CN4 2914, LN4 3772, HN4 0730

CN0 9287, LN0 0045, HN0 7003
CN1 0945, LN1 1703, HN1 8761
CN2 1603, LN2 2461, HN2 9429
CN3 2361, LN3 3129, HN3 0187
CN4 3029, LN4 4887, HN4 1845

CN0 5296, LN0 6054, HN0 3012
CN1 6954, LN1 7712, HN1 4770
CN2 7612, LN2 8470, HN2 5438
CN3 8370, LN3 9138, HN3 6196
CN4 9038, LN4 0896, HN4 7854

CN0 4318, LN0 5176, HN0 2134
CN1 5076, LN1 6834, HN1 3892
CN2 6734, LN2 7592, HN2 4550
CN3 7492, LN3 8250, HN3 5218
CN4 8150, LN4 9918, HN4 6976

CN0 6394, LN0 7152, HN0 4110
CN1 7052, LN1 8810, HN1 5878
CN2 8710, LN2 9578, HN2 6536
CN3 9478, LN3 0236, HN3 7294
CN4 0136, LN4 1994, HN4 8952

CN0 8529, LN0 9387, HN0 6345
CN1 9287, LN1 0045, HN1 7003
CN2 0945, LN2 1703, HN2 8761
CN3 1603, LN3 2461, HN3 9429
CN4 2361, LN4 3129, HN4 0187

CN0 4105, LN0 5963, HN0 2921
CN1 5863, LN1 6621, HN1 3689
CN2 6521, LN2 7389, HN2 4347
CN3 7289, LN3 8047, HN3 5005
CN4 8947, LN4 9705, HN4 6763

CN0 6950, LN0 7718, HN0 4776
CN1 7618, LN1 8476, HN1 5434
CN2 8376, LN2 9134, HN2 6192
CN3 9034, LN3 0892, HN3 7850
CN4 0792, LN4 1550, HN4 8518

CN0 4518, LN0 5376, HN0 2334
CN1 5276, LN1 6034, HN1 3092
CN2 6934, LN2 7792, HN2 4750
CN3 7692, LN3 8450, HN3 5418
CN4 8350, LN4 9118, HN4 6176

CN0 4952, LN0 5710, HN0 2778
CN1 5610, LN1 6478, HN1 3436
CN2 6378, LN2 7136, HN2 4194
CN3 7036, LN3 8894, HN3 5852
CN4 8794, LN4 9552, HN4 6510

CN0 7094, LN0 8852, HN0 5810
CN1 8752, LN1 9510, HN1 6578
CN2 9410, LN2 0278, HN2 7236
CN3 0178, LN3 1936, HN3 8994
CN4 1836, LN4 2694, HN4 9652

CN0 9850, LN0 0618, HN0 7676
CN1 0518, LN1 1376, HN1 8334
CN2 1276, LN2 2034, HN2 9092
CN3 2934, LN3 3792, HN3 0750
CN4 3692, LN4 4450, HN4 1418

CN0 0314, LN0 1172, HN0 8130
CN1 1072, LN1 2830, HN1 9898
CN2 2730, LN2 3598, HN2 0556
CN3 3498, LN3 4256, HN3 1214
CN4 4156, LN4 5914, HN4 2972

CN0 4518, LN0 5376, HN0 2334
CN1 5276, LN1 6034, HN1 3092
CN2 6934, LN2 7792, HN2 4750
CN3 7692, LN3 8450, HN3 5418
CN4 8350, LN4 9118, HN4 6176

CN0 4961, LN0 5729, HN0 2787
CN1 5629, LN1 6487, HN1 3445
CN2 6387, LN2 7145, HN2 4103
CN3 7045, LN3 8803, HN3 5861
CN4 8703, LN4 9561, HN4 6529

CN0 4529, LN0 5387, HN0 2345
CN1 5287, LN1 6045, HN1 3003
CN2 6945, LN2 7703, HN2 4761
CN3 7603, LN3 8461, HN3 5429
CN4 8361, LN4 9129, HN4 6187

CN0 6721, LN0 7589, HN0 4547
CN1 7489, LN1 8247, HN1 5205
CN2 8147, LN2 9905, HN2 6963
CN3 9805, LN3 0663, HN3 7621
CN4 0563, LN4 1321, HN4 8389

CN0 8396, LN0 9154, HN0 6112
CN1 9054, LN1 0812, HN1 7870
CN2 0712, LN2 1570, HN2 8538
CN3 1470, LN3 2238, HN3 9296
CN4 2138, LN4 3996, HN4 0954

CN0 5863, LN0 6621, HN0 3689
CN1 6521, LN1 7389, HN1 4347
CN2 7289, LN2 8047, HN2 5005
CN3 8947, LN3 9705, HN3 6763
CN4 9605, LN4 0463, HN4 7421

CN0 5296, LN0 6054, HN0 3012
CN1 6954, LN1 7712, HN1 4770
CN2 7612, LN2 8470, HN2 5438
CN3 8370, LN3 9138, HN3 6196
CN4 9038, LN4 0896, HN4 7854

CN0 0981, LN0 1749, HN0 8707
