NS300 VALID
CN0 3162, LN0 6748, HN0 3975
CN3 6594, LN3 9170, HN3 6307
CN4 2815, LN4 5491, HN4 2628

CN0 0532, LN0 3118, HN0 0345
CN1 6853, LN1 9439, HN1 6666
CN2 2174, LN2 5750, HN2 2987
CN3 8495, LN3 1071, HN3 8208
CN4 4716, LN4 7392, HN4 4529

CN0 3740, LN0 6326, HN0 3553
CN1 9061, LN1 2647, HN1 9874
CN2 5382, LN2 8968, HN2 5195
CN3 1603, LN3 4289, HN3 1416
CN4 7924, LN4 0500, HN4 7737

CN0 4950, LN0 7536, HN0 4763
CN1 0271, LN1 3857, HN1 0084
CN2 6592, LN2 9178, HN2 6305
CN3 2813, LN3 5499, HN3 2626
CN4 8134, LN4 1710, HN4 8947

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 0497, LN0 3073, HN0 0200
CN1 6718, LN1 9394, HN1 6521
CN2 2039, LN2 5615, HN2 2842
CN3 8350, LN3 1936, HN3 8163
CN4 4671, LN4 7257, HN4 4484

CN0 2730, LN0 5316, HN0 2543
CN1 8051, LN1 1637, HN1 8864
CN2 4372, LN2 7958, HN2 4185
CN3 0693, LN3 3279, HN3 0406
CN4 6914, LN4 9590, HN4 6727

CN0 1843, LN0 4429, HN0 1656
CN1 7164, LN1 0740, HN1 7977
CN2 3485, LN2 6061, HN2 3298
CN3 9706, LN3 2382, HN3 9519
CN4 5027, LN4 8603, HN4 5830

CN0 0538, LN0 3114, HN0 0341
CN1 6859, LN1 9435, HN1 6662
CN2 2170, LN2 5756, HN2 2983
CN3 8491, LN3 1077, HN3 8204
CN4 4712, LN4 7398, HN4 4525

CN0 0532, LN0 3118, HN0 0345
CN1 6853, LN1 9439, HN1 6666
CN2 2174, LN2 5750, HN2 2987
CN3 8495, LN3 1071, HN3 8208
CN4 4716, LN4 7392, HN4 4529

CN0 4972, LN0 7558, HN0 4785
CN1 0293, LN1 3879, HN1 0006
CN2 6514, LN2 9190, HN2 6327
CN3 2835, LN3 5411, HN3 2648
CN4 8156, LN4 1732, HN4 8969

CN0 9421, LN0 2007, HN0 9234
CN1 5742, LN1 8328, HN1 5555
CN2 1063, LN2 4649, HN2 1876
CN3 7384, LN3 0960, HN3 7197
CN4 3605, LN4 6281, HN4 3418

CN0 3164, LN0 6740, HN0 3977
CN1 9485, LN1 2061, HN1 9298
CN2 5706, LN2 8382, HN2 5519
CN3 1027, LN3 4603, HN3 1830
CN4 7348, LN4 0924, HN4 7151

CN0 1865, LN0 4441, HN0 1678
CN1 7186, LN1 0762, HN1 7999
CN2 3407, LN2 6083, HN2 3210
CN3 9728, LN3 2304, HN3 9531
CN4 5049, LN4 8625, HN4 5852

CN0 0439, LN0 3015, HN0 0242
CN1 6750, LN1 9336, HN1 6563
CN2 2071, LN2 5657, HN2 2884
CN3 8392, LN3 1978, HN3 8105
CN4 4613, LN4 7299, HN4 4426

CN0 1629, LN0 4205, HN0 1432
CN1 7940, LN1 0526, HN1 7753
CN2 3261, LN2 6847, HN2 3074
CN3 9582, LN3 2168, HN3 9395
CN4 5803, LN4 8489, HN4 5616

CN0 9386, LN0 2962, HN0 9199
CN1 5607, LN1 8283, HN1 5410
CN2 1928, LN2 4504, HN2 1731
CN3 7249, LN3 0825, HN3 7052
CN4 3560, LN4 6146, HN4 3373

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 4198, LN0 7774, HN0 4901
CN1 0419, LN1 3095, HN1 0222
CN2 6730, LN2 9316, HN2 6543
CN3 2051, LN3 5637, HN3 2864
CN4 8372, LN4 1958, HN4 8185

CN0 7540, LN0 0126, HN0 7353
CN1 3861, LN1 6447, HN1 3674
CN2 9182, LN2 2768, HN2 9995
CN3 5403, LN3 8089, HN3 5216
CN4 1724, LN4 4300, HN4 1537

CN0 2950, LN0 5536, HN0 2763
CN1 8271, LN1 1857, HN1 8084
CN2 4592, LN2 7178, HN2 4305
CN3 0813, LN3 3499, HN3 0626
CN4 6134, LN4 9710, HN4 6947

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 8954, LN0 1530, HN0 8767
CN1 4275, LN1 7851, HN1 4088
CN2 0596, LN2 3172, HN2 0309
CN3 6817, LN3 9493, HN3 6620
CN4 2138, LN4 5714, HN4 2941

CN0 2095, LN0 5671, HN0 2808
CN1 8316, LN1 1992, HN1 8129
CN2 4637, LN2 7213, HN2 4440
CN3 0958, LN3 3534, HN3 0761
CN4 6279, LN4 9855, HN4 6082

CN0 7849, LN0 0425, HN0 7652
CN1 3160, LN1 6746, HN1 3973
CN2 9481, LN2 2067, HN2 9294
CN3 5702, LN3 8388, HN3 5515
CN4 1023, LN4 4609, HN4 1836

CN0 0198, LN0 3774, HN0 0901
CN1 6419, LN1 9095, HN1 6222
CN2 2730, LN2 5316, HN2 2543
CN3 8051, LN3 1637, HN3 8864
CN4 4372, LN4 7958, HN4 4185

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 0839, LN0 3415, HN0 0642
CN1 6150, LN1 9736, HN1 6963
CN2 2471, LN2 5057, HN2 2284
CN3 8792, LN3 1378, HN3 8505
CN4 4013, LN4 7699, HN4 4826

CN0 0831, LN0 3417, HN0 0644
CN1 6152, LN1 9738, HN1 6965
CN2 2473, LN2 5059, HN2 2286
CN3 8794, LN3 1370, HN3 8507
CN4 4015, LN4 7691, HN4 4828

CN0 8976, LN0 1552, HN0 8789
CN1 4297, LN1 7873, HN1 4000
CN2 0518, LN2 3194, HN2 0321
CN3 6839, LN3 9415, HN3 6642
CN4 2150, LN4 5736, HN4 2963

CN0 3429, LN0 6005, HN0 3232
CN1 9740, LN1 2326, HN1 9553
CN2 5061, LN2 8647, HN2 5874
CN3 1382, LN3 4968, HN3 1195
CN4 7603, LN4 0289, HN4 7416

CN0 0873, LN0 3459, HN0 0686
CN1 6194, LN1 9770, HN1 6907
CN2 2415, LN2 5091, HN2 2228
CN3 8736, LN3 1312, HN3 8549
CN4 4057, LN4 7633, HN4 4860

CN0 4295, LN0 7871, HN0 4008
CN1 0516, LN1 3192, HN1 0329
CN2 6837, LN2 9413, HN2 6640
CN3 2158, LN3 5734, HN3 2961
CN4 8479, LN4 1055, HN4 8282

CN0 9421, LN0 2007, HN0 9234
CN1 5742, LN1 8328, HN1 5555
CN2 1063, LN2 4649, HN2 1876
CN3 7384, LN3 0960, HN3 7197
CN4 3605, LN4 6281, HN4 3418

CN0 9720, LN0 2306, HN0 9533
CN1 5041, LN1 8627, HN1 5854
CN2 1362, LN2 4948, HN2 1175
CN3 7683, LN3 0269, HN3 7496
CN4 3904, LN4 6580, HN4 3717

CN0 0754, LN0 3330, HN0 0567
CN1 6075, LN1 9651, HN1 6888
CN2 2396, LN2 5972, HN2 2109
CN3 8617, LN3 1293, HN3 8420
CN4 4938, LN4 7514, HN4 4741

CN0 3184, LN0 6760, HN0 3997
CN1 9405, LN1 2081, HN1 9218
CN2 5726, LN2 8302, HN2 5539
CN3 1047, LN3 4623, HN3 1850
CN4 7368, LN4 0944, HN4 7171

CN0 4873, LN0 7459, HN0 4686
CN1 0194, LN1 3770, HN1 0907
CN2 6415, LN2 9091, HN2 6228
CN3 2736, LN3 5312, HN3 2549
CN4 8057, LN4 1633, HN4 8860

CN0 8972, LN0 1558, HN0 8785
CN1 4293, LN1 7879, HN1 4006
CN2 0514, LN2 3190, HN2 0327
CN3 6835, LN3 9411, HN3 6648
CN4 2156, LN4 5732, HN4 2969

CN0 8972, LN0 1558, HN0 8785
CN1 4293, LN1 7879, HN1 4006
CN2 0514, LN2 3190, HN2 0327
CN3 6835, LN3 9411, HN3 6648
CN4 2156, LN4 5732, HN4 2969

CN0 9740, LN0 2326, HN0 9553
CN1 5061, LN1 8647, HN1 5874
CN2 1382, LN2 4968, HN2 1195
CN3 7603, LN3 0289, HN3 7416
CN4 3924, LN4 6500, HN4 3737

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 2398, LN0 5974, HN0 2101
CN1 8619, LN1 1295, HN1 8422
CN2 4930, LN2 7516, HN2 4743
CN3 0251, LN3 3837, HN3 0064
CN4 6572, LN4 9158, HN4 6385

CN0 2639, LN0 5215, HN0 2442
CN1 8950, LN1 1536, HN1 8763
CN2 4271, LN2 7857, HN2 4084
CN3 0592, LN3 3178, HN3 0305
CN4 6813, LN4 9499, HN4 6626

CN0 9063, LN0 2649, HN0 9876
CN1 5384, LN1 8960, HN1 5197
CN2 1605, LN2 4281, HN2 1418
CN3 7926, LN3 0502, HN3 7739
CN4 3247, LN4 6823, HN4 3050

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 7841, LN0 0427, HN0 7654
CN1 3162, LN1 6748, HN1 3975
CN2 9483, LN2 2069, HN2 9296
CN3 5704, LN3 8380, HN3 5517
CN4 1025, LN4 4601, HN4 1838

CN0 7164, LN0 0740, HN0 7977
CN1 3485, LN1 6061, HN1 3298
CN2 9706, LN2 2382, HN2 9519
CN3 5027, LN3 8603, HN3 5830
CN4 1348, LN4 4924, HN4 1151

CN0 4275, LN0 7851, HN0 4088
CN1 0596, LN1 3172, HN1 0309
CN2 6817, LN2 9493, HN2 6620
CN3 2138, LN3 5714, HN3 2941
CN4 8459, LN4 1035, HN4 8262

CN0 1542, LN0 4128, HN0 1355
CN1 7863, LN1 0449, HN1 7676
CN2 3184, LN2 6760, HN2 3997
CN3 9405, LN3 2081, HN3 9218
CN4 5726, LN4 8302, HN4 5539

CN0 7861, LN0 0447, HN0 7674
CN1 3182, LN1 6768, HN1 3995
CN2 9403, LN2 2089, HN2 9216
CN3 5724, LN3 8300, HN3 5537
CN4 1045, LN4 4621, HN4 1858

CN0 2974, LN0 5550, HN0 2787
CN1 8295, LN1 1871, HN1 8008
CN2 4516, LN2 7192, HN2 4329
CN3 0837, LN3 3413, HN3 0640
CN4 6158, LN4 9734, HN4 6961

CN0 7841, LN0 0427, HN0 7654
CN1 3162, LN1 6748, HN1 3975
CN2 9483, LN2 2069, HN2 9296
CN3 5704, LN3 8380, HN3 5517
CN4 1025, LN4 4601, HN4 1838

CN0 7540, LN0 0126, HN0 7353
CN1 3861, LN1 6447, HN1 3674
CN2 9182, LN2 2768, HN2 9995
CN3 5403, LN3 8089, HN3 5216
CN4 1724, LN4 4300, HN4 1537

CN0 8651, LN0 1237, HN0 8464
CN1 4972, LN1 7558, HN1 4785
CN2 0293, LN2 3879, HN2 0006
CN3 6514, LN3 9190, HN3 6327
CN4 2835, LN4 5411, HN4 2648

CN0 4952, LN0 7538, HN0 4765
CN1 0273, LN1 3859, HN1 0086
CN2 6594, LN2 9170, HN2 6307
CN3 2815, LN3 5491, HN3 2628
CN4 8136, LN4 1712, HN4 8949

CN0 4538, LN0 7114, HN0 4341
CN1 0859, LN1 3435, HN1 0662
CN2 6170, LN2 9756, HN2 6983
CN3 2491, LN3 5077, HN3 2204
CN4 8712, LN4 1398, HN4 8525

CN0 9762, LN0 2348, HN0 9575
CN1 5083, LN1 8669, HN1 5896
CN2 1304, LN2 4980, HN2 1117
CN3 7625, LN3 0201, HN3 7438
CN4 3946, LN4 6522, HN4 3759

CN0 0497, LN0 3073, HN0 0200
CN1 6718, LN1 9394, HN1 6521
CN2 2039, LN2 5615, HN2 2842
CN3 8350, LN3 1936, HN3 8163
CN4 4671, LN4 7257, HN4 4484

CN0 4976, LN0 7552, HN0 4789
CN1 0297, LN1 3873, HN1 0000
CN2 6518, LN2 9194, HN2 6321
CN3 2839, LN3 5415, HN3 2642
CN4 8150, LN4 1736, HN4 8963

CN0 4196, LN0 7772, HN0 4909
CN1 0417, LN1 3093, HN1 0220
CN2 6738, LN2 9314, HN2 6541
CN3 2059, LN3 5635, HN3 2862
CN4 8370, LN4 1956, HN4 8183

CN0 3087, LN0 6663, HN0 3890
CN1 9308, LN1 2984, HN1 9111
CN2 5629, LN2 8205, HN2 5432
CN3 1940, LN3 4526, HN3 1753
CN4 7261, LN4 0847, HN4 7074

CN0 2976, LN0 5552, HN0 2789
CN1 8297, LN1 1873, HN1 8000
CN2 4518, LN2 7194, HN2 4321
CN3 0839, LN3 3415, HN3 0642
CN4 6150, LN4 9736, HN4 6963

CN0 3085, LN0 6661, HN0 3898
CN1 9306, LN1 2982, HN1 9119
CN2 5627, LN2 8203, HN2 5430
CN3 1948, LN3 4524, HN3 1751
CN4 7269, LN4 0845, HN4 7072

CN0 7429, LN0 0005, HN0 7232
CN1 3740, LN1 6326, HN1 3553
CN2 9061, LN2 2647, HN2 9874
CN3 5382, LN3 8968, HN3 5195
CN4 1603, LN4 4289, HN4 1416

CN0 4295, LN0 7871, HN0 4008
CN1 0516, LN1 3192, HN1 0329
CN2 6837, LN2 9413, HN2 6640
CN3 2158, LN3 5734, HN3 2961
CN4 8479, LN4 1055, HN4 8282

CN0 4198, LN0 7774, HN0 4901
CN1 0419, LN1 3095, HN1 0222
CN2 6730, LN2 9316, HN2 6543
CN3 2051, LN3 5637, HN3 2864
CN4 8372, LN4 1958, HN4 8185

CN0 4873, LN0 7459, HN0 4686
CN1 0194, LN1 3770, HN1 0907
CN2 6415, LN2 9091, HN2 6228
CN3 2736, LN3 5312, HN3 2549
CN4 8057, LN4 1633, HN4 8860

CN0 7285, LN0 0861, HN0 7098
CN1 3506, LN1 6182, HN1 3319
CN2 9827, LN2 2403, HN2 9630
CN3 5148, LN3 8724, HN3 5951
CN4 1469, LN4 4045, HN4 1272

CN0 3162, LN0 6748, HN0 3975
CN1 9483, LN1 2069, HN1 9296
CN2 5704, LN2 8380, HN2 5517
CN3 1025, LN3 4601, HN3 1838
CN4 7346, LN4 0922, HN4 7159

CN0 1984, LN0 4560, HN0 1797
CN1 7205, LN1 0881, HN1 7018
CN2 3526, LN2 6102, HN2 3339
CN3 9847, LN3 2423, HN3 9650
CN4 5168, LN4 8744, HN4 5971

CN0 9320, LN0 2906, HN0 9133
CN1 5641, LN1 8227, HN1 5454
CN2 1962, LN2 4548, HN2 1775
CN3 7283, LN3 0869, HN3 7096
CN4 3504, LN4 6180, HN4 3317

CN0 4196, LN0 7772, HN0 4909
CN1 0417, LN1 3093, HN1 0220
CN2 6738, LN2 9314, HN2 6541
CN3 2059, LN3 5635, HN3 2862
CN4 8370, LN4 1956, HN4 8183

CN0 0831, LN0 3417, HN0 0644
CN1 6152, LN1 9738, HN1 6965
CN2 2473, LN2 5059, HN2 2286
CN3 8794, LN3 1370, HN3 8507
CN4 4015, LN4 7691, HN4 4828

CN0 0174, LN0 3750, HN0 0987
CN1 6495, LN1 9071, HN1 6208
CN2 2716, LN2 5392, HN2 2529
CN3 8037, LN3 1613, HN3 8840
CN4 4358, LN4 7934, HN4 4161

CN0 7849, LN0 0425, HN0 7652
CN1 3160, LN1 6746, HN1 3973
CN2 9481, LN2 2067, HN2 9294
CN3 5702, LN3 8388, HN3 5515
CN4 1023, LN4 4609, HN4 1836

CN0 1627, LN0 4203, HN0 1430
CN1 7948, LN1 0524, HN1 7751
CN2 3269, LN2 6845, HN2 3072
CN3 9580, LN3 2166, HN3 9393
CN4 5801, LN4 8487, HN4 5614

CN0 7843, LN0 0429, HN0 7656
CN1 3164, LN1 6740, HN1 3977
CN2 9485, LN2 2061, HN2 9298
CN3 5706, LN3 8382, HN3 5519
CN4 1027, LN4 4603, HN4 1830

CN0 4950, LN0 7536, HN0 4763
CN1 0271, LN1 3857, HN1 0084
CN2 6592, LN2 9178, HN2 6305
CN3 2813, LN3 5499, HN3 2626
CN4 8134, LN4 1710, HN4 8947

CN0 2631, LN0 5217, HN0 2444
CN1 8952, LN1 1538, HN1 8765
CN2 4273, LN2 7859, HN2 4086
CN3 0594, LN3 3170, HN3 0307
CN4 6815, LN4 9491, HN4 6628

CN0 9643, LN0 2229, HN0 9456
CN1 5964, LN1 8540, HN1 5777
CN2 1285, LN2 4861, HN2 1098
CN3 7506, LN3 0182, HN3 7319
CN4 3827, LN4 6403, HN4 3630

CN0 0532, LN0 3118, HN0 0345
CN1 6853, LN1 9439, HN1 6666
CN2 2174, LN2 5750, HN2 2987
CN3 8495, LN3 1071, HN3 8208
CN4 4716, LN4 7392, HN4 4529

CN0 9063, LN0 2649, HN0 9876
CN1 5384, LN1 8960, HN1 5197
CN2 1605, LN2 4281, HN2 1418
CN3 7926, LN3 0502, HN3 7739
CN4 3247, LN4 6823, HN4 3050

CN0 4273, LN0 7859, HN0 4086
CN1 0594, LN1 3170, HN1 0307
CN2 6815, LN2 9491, HN2 6628
CN3 2136, LN3 5712, HN3 2949
CN4 8457, LN4 1033, HN4 8260

CN0 0851, LN0 3437, HN0 0664
CN1 6172, LN1 9758, HN1 6985
CN2 2493, LN2 5079, HN2 2206
CN3 8714, LN3 1390, HN3 8527
CN4 4035, LN4 7611, HN4 4848

CN0 2394, LN0 5970, HN0 2107
CN1 8615, LN1 1291, HN1 8428
CN2 4936, LN2 7512, HN2 4749
CN3 0257, LN3 3833, HN3 0060
CN4 6578, LN4 9154, HN4 6381

CN0 0194, LN0 3770, HN0 0907
CN1 6415, LN1 9091, HN1 6228
CN2 2736, LN2 5312, HN2 2549
CN3 8057, LN3 1633, HN3 8860
CN4 4378, LN4 7954, HN4 4181

CN0 2073, LN0 5659, HN0 2886
CN1 8394, LN1 1970, HN1 8107
CN2 4615, LN2 7291, HN2 4428
CN3 0936, LN3 3512, HN3 0749
CN4 6257, LN4 9833, HN4 6060

CN0 8275, LN0 1851, HN0 8088
CN1 4596, LN1 7172, HN1 4309
CN2 0817, LN2 3493, HN2 0620
CN3 6138, LN3 9714, HN3 6941
CN4 2459, LN4 5035, HN4 2262

CN0 2651, LN0 5237, HN0 2464
CN1 8972, LN1 1558, HN1 8785
CN2 4293, LN2 7879, HN2 4006
CN3 0514, LN3 3190, HN3 0327
CN4 6835, LN4 9411, HN4 6648

CN0 2095, LN0 5671, HN0 2808
CN1 8316, LN1 1992, HN1 8129
CN2 4637, LN2 7213, HN2 4440
CN3 0958, LN3 3534, HN3 0761
CN4 6279, LN4 9855, HN4 6082

CN0 2631, LN0 5217, HN0 2444
CN1 8952, LN1 1538, HN1 8765
CN2 4273, LN2 7859, HN2 4086
CN3 0594, LN3 3170, HN3 0307
CN4 6815, LN4 9491, HN4 6628

CN0 4172, LN0 7758, HN0 4985
CN1 0493, LN1 3079, HN1 0206
CN2 6714, LN2 9390, HN2 6527
CN3 2035, LN3 5611, HN3 2848
CN4 8356, LN4 1932, HN4 8169

CN0 2653, LN0 5239, HN0 2466
CN1 8974, LN1 1550, HN1 8787
CN2 4295, LN2 7871, HN2 4008
CN3 0516, LN3 3192, HN3 0329
CN4 6837, LN4 9413, HN4 6640

CN0 9065, LN0 2641, HN0 9878
CN1 5386, LN1 8962, HN1 5199
CN2 1607, LN2 4283, HN2 1410
CN3 7928, LN3 0504, HN3 7731
CN4 3249, LN4 6825, HN4 3052

CN0 1540, LN0 4126, HN0 1353
CN1 7861, LN1 0447, HN1 7674
CN2 3182, LN2 6768, HN2 3995
CN3 9403, LN3 2089, HN3 9216
CN4 5724, LN4 8300, HN4 5537

CN0 2075, LN0 5651, HN0 2888
CN1 8396, LN1 1972, HN1 8109
CN2 4617, LN2 7293, HN2 4420
CN3 0938, LN3 3514, HN3 0741
CN4 6259, LN4 9835, HN4 6062

CN0 4875, LN0 7451, HN0 4688
CN1 0196, LN1 3772, HN1 0909
CN2 6417, LN2 9093, HN2 6220
CN3 2738, LN3 5314, HN3 2541
CN4 8059, LN4 1635, HN4 8862

CN0 8976, LN0 1552, HN0 8789
CN1 4297, LN1 7873, HN1 4000
CN2 0518, LN2 3194, HN2 0321
CN3 6839, LN3 9415, HN3 6642
CN4 2150, LN4 5736, HN4 2963

CN0 3762, LN0 6348, HN0 3575
CN1 9083, LN1 2669, HN1 9896
CN2 5304, LN2 8980, HN2 5117
CN3 1625, LN3 4201, HN3 1438
CN4 7946, LN4 0522, HN4 7759

CN0 8631, LN0 1217, HN0 8444
CN1 4952, LN1 7538, HN1 4765
CN2 0273, LN2 3859, HN2 0086
CN3 6594, LN3 9170, HN3 6307
CN4 2815, LN4 5491, HN4 2628

CN0 0532, LN0 3118, HN0 0345
CN1 6853, LN1 9439, HN1 6666
CN2 2174, LN2 5750, HN2 2987
CN3 8495, LN3 1071, HN3 8208
CN4 4716, LN4 7392, HN4 4529

CN0 3740, LN0 6326, HN0 3553
CN1 9061, LN1 2647, HN1 9874
CN2 5382, LN2 8968, HN2 5195
CN3 1603, LN3 4289, HN3 1416
CN4 7924, LN4 0500, HN4 7737

CN0 4950, LN0 7536, HN0 4763
CN1 0271, LN1 3857, HN1 0084
CN2 6592, LN2 9178, HN2 6305
CN3 2813, LN3 5499, HN3 2626
CN4 8134, LN4 1710, HN4 8947

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 0497, LN0 3073, HN0 0200
CN1 6718, LN1 9394, HN1 6521
CN2 2039, LN2 5615, HN2 2842
CN3 8350, LN3 1936, HN3 8163
CN4 4671, LN4 7257, HN4 4484

CN0 2730, LN0 5316, HN0 2543
CN1 8051, LN1 1637, HN1 8864
CN2 4372, LN2 7958, HN2 4185
CN3 0693, LN3 3279, HN3 0406
CN4 6914, LN4 9590, HN4 6727

CN0 1843, LN0 4429, HN0 1656
CN1 7164, LN1 0740, HN1 7977
CN2 3485, LN2 6061, HN2 3298
CN3 9706, LN3 2382, HN3 9519
CN4 5027, LN4 8603, HN4 5830

CN0 0538, LN0 3114, HN0 0341
CN1 6859, LN1 9435, HN1 6662
CN2 2170, LN2 5756, HN2 2983
CN3 8491, LN3 1077, HN3 8204
CN4 4712, LN4 7398, HN4 4525

CN0 0532, LN0 3118, HN0 0345
CN1 6853, LN1 9439, HN1 6666
CN2 2174, LN2 5750, HN2 2987
CN3 8495, LN3 1071, HN3 8208
CN4 4716, LN4 7392, HN4 4529

CN0 4972, LN0 7558, HN0 4785
CN1 0293, LN1 3879, HN1 0006
CN2 6514, LN2 9190, HN2 6327
CN3 2835, LN3 5411, HN3 2648
CN4 8156, LN4 1732, HN4 8969

CN0 9421, LN0 2007, HN0 9234
CN1 5742, LN1 8328, HN1 5555
CN2 1063, LN2 4649, HN2 1876
CN3 7384, LN3 0960, HN3 7197
CN4 3605, LN4 6281, HN4 3418

CN0 3164, LN0 6740, HN0 3977
CN1 9485, LN1 2061, HN1 9298
CN2 5706, LN2 8382, HN2 5519
CN3 1027, LN3 4603, HN3 1830
CN4 7348, LN4 0924, HN4 7151

CN0 1865, LN0 4441, HN0 1678
CN1 7186, LN1 0762, HN1 7999
CN2 3407, LN2 6083, HN2 3210
CN3 9728, LN3 2304, HN3 9531
CN4 5049, LN4 8625, HN4 5852

CN0 0439, LN0 3015, HN0 0242
CN1 6750, LN1 9336, HN1 6563
CN2 2071, LN2 5657, HN2 2884
CN3 8392, LN3 1978, HN3 8105
CN4 4613, LN4 7299, HN4 4426

CN0 1629, LN0 4205, HN0 1432
CN1 7940, LN1 0526, HN1 7753
CN2 3261, LN2 6847, HN2 3074
CN3 9582, LN3 2168, HN3 9395
CN4 5803, LN4 8489, HN4 5616

CN0 9386, LN0 2962, HN0 9199
CN1 5607, LN1 8283, HN1 5410
CN2 1928, LN2 4504, HN2 1731
CN3 7249, LN3 0825, HN3 7052
CN4 3560, LN4 6146, HN4 3373

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 4198, LN0 7774, HN0 4901
CN1 0419, LN1 3095, HN1 0222
CN2 6730, LN2 9316, HN2 6543
CN3 2051, LN3 5637, HN3 2864
CN4 8372, LN4 1958, HN4 8185

CN0 7540, LN0 0126, HN0 7353
CN1 3861, LN1 6447, HN1 3674
CN2 9182, LN2 2768, HN2 9995
CN3 5403, LN3 8089, HN3 5216
CN4 1724, LN4 4300, HN4 1537

CN0 2950, LN0 5536, HN0 2763
CN1 8271, LN1 1857, HN1 8084
CN2 4592, LN2 7178, HN2 4305
CN3 0813, LN3 3499, HN3 0626
CN4 6134, LN4 9710, HN4 6947

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 8954, LN0 1530, HN0 8767
CN1 4275, LN1 7851, HN1 4088
CN2 0596, LN2 3172, HN2 0309
CN3 6817, LN3 9493, HN3 6620
CN4 2138, LN4 5714, HN4 2941

CN0 2095, LN0 5671, HN0 2808
CN1 8316, LN1 1992, HN1 8129
CN2 4637, LN2 7213, HN2 4440
CN3 0958, LN3 3534, HN3 0761
CN4 6279, LN4 9855, HN4 6082

CN0 7849, LN0 0425, HN0 7652
CN1 3160, LN1 6746, HN1 3973
CN2 9481, LN2 2067, HN2 9294
CN3 5702, LN3 8388, HN3 5515
CN4 1023, LN4 4609, HN4 1836

CN0 0198, LN0 3774, HN0 0901
CN1 6419, LN1 9095, HN1 6222
CN2 2730, LN2 5316, HN2 2543
CN3 8051, LN3 1637, HN3 8864
CN4 4372, LN4 7958, HN4 4185

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 0839, LN0 3415, HN0 0642
CN1 6150, LN1 9736, HN1 6963
CN2 2471, LN2 5057, HN2 2284
CN3 8792, LN3 1378, HN3 8505
CN4 4013, LN4 7699, HN4 4826

CN0 0831, LN0 3417, HN0 0644
CN1 6152, LN1 9738, HN1 6965
CN2 2473, LN2 5059, HN2 2286
CN3 8794, LN3 1370, HN3 8507
CN4 4015, LN4 7691, HN4 4828

CN0 8976, LN0 1552, HN0 8789
CN1 4297, LN1 7873, HN1 4000
CN2 0518, LN2 3194, HN2 0321
CN3 6839, LN3 9415, HN3 6642
CN4 2150, LN4 5736, HN4 2963

CN0 3429, LN0 6005, HN0 3232
CN1 9740, LN1 2326, HN1 9553
CN2 5061, LN2 8647, HN2 5874
CN3 1382, LN3 4968, HN3 1195
CN4 7603, LN4 0289, HN4 7416

CN0 0873, LN0 3459, HN0 0686
CN1 6194, LN1 9770, HN1 6907
CN2 2415, LN2 5091, HN2 2228
CN3 8736, LN3 1312, HN3 8549
CN4 4057, LN4 7633, HN4 4860

CN0 4295, LN0 7871, HN0 4008
CN1 0516, LN1 3192, HN1 0329
